sister_kid_position,sister_kid_position_text,sister_kid_position_text_ab,sister_kid_position_text_F_ab,sister_kid_position_which,sister_kid_position_which_ab,sister_kid_gender,sister_kid_position_which_gender_ab,sister_kid_status,sister_kid_aliveage,sister_kid_yemendeceased,sister_kid_dieyear,sister_kid_diemonth,sister_kid_diedage,sister_kid_governorate,sister_kid_cod,PARENT_KEY,KEY
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,5,,,,,,,uuid:7d84d10e-754a-4b8f-b62e-0c8df8fbcec0/survey/siblingsyour/sister/sisteryour_kid[1],uuid:7d84d10e-754a-4b8f-b62e-0c8df8fbcec0/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
0,first,الأول,الأولى,,,female,,alive,13,,,,,,,uuid:7d84d10e-754a-4b8f-b62e-0c8df8fbcec0/survey/siblingsyour/sister/sisteryour_kid[3],uuid:7d84d10e-754a-4b8f-b62e-0c8df8fbcec0/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[1]
0,first,الأول,الأولى,,,female,,alive,3,,,,,,,uuid:7d84d10e-754a-4b8f-b62e-0c8df8fbcec0/survey/siblingsyour/sister/sisteryour_kid[5],uuid:7d84d10e-754a-4b8f-b62e-0c8df8fbcec0/survey/siblingsyour/sister/sisteryour_kid[5]/sisteryour_kid_questions[1]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,40,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[1],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,39,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[1],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,male,الثالث,alive,38,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[1],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[3]
3,fourth,الرابع,الرابعة,fourth,الرابع,female,الرابعة,alive,36,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[1],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[4]
4,fifth,الخامس,الخامسة,fifth,الخامس,female,الخامسة,alive,33,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[1],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[5]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,40,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[2],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,38,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[2],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,female,الثالثة,alive,35,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[2],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[3]
3,fourth,الرابع,الرابعة,fourth,الرابع,female,الرابعة,alive,33,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[2],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[4]
4,fifth,الخامس,الخامسة,fifth,الخامس,male,الخامس,alive,25,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[2],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[5]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,29,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[3],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,27,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[3],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,male,الثالث,alive,21,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[3],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[3]
3,fourth,الرابع,الرابعة,fourth,الرابع,male,الرابع,alive,19,,,,,,,uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[3],uuid:8eea0741-2fcb-4c78-a743-06cc8c1a7396/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[4]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,22,,,,,,,uuid:e76183e2-bbe1-4d97-9a5f-1b7e2580c5b9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:e76183e2-bbe1-4d97-9a5f-1b7e2580c5b9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,18,,,,,,,uuid:e76183e2-bbe1-4d97-9a5f-1b7e2580c5b9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:e76183e2-bbe1-4d97-9a5f-1b7e2580c5b9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,25,,,,,,,uuid:e76183e2-bbe1-4d97-9a5f-1b7e2580c5b9/survey/siblingsyour/sister/sisteryour_kid[2],uuid:e76183e2-bbe1-4d97-9a5f-1b7e2580c5b9/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,22,,,,,,,uuid:e76183e2-bbe1-4d97-9a5f-1b7e2580c5b9/survey/siblingsyour/sister/sisteryour_kid[2],uuid:e76183e2-bbe1-4d97-9a5f-1b7e2580c5b9/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,female,الثالثة,alive,19,,,,,,,uuid:e76183e2-bbe1-4d97-9a5f-1b7e2580c5b9/survey/siblingsyour/sister/sisteryour_kid[2],uuid:e76183e2-bbe1-4d97-9a5f-1b7e2580c5b9/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[3]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,20,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,18,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,male,الثالث,alive,17,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[3]
3,fourth,الرابع,الرابعة,fourth,الرابع,female,الرابعة,alive,16,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[4]
4,fifth,الخامس,الخامسة,fifth,الخامس,male,الخامس,alive,13,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[5]
5,sixth,السادس,السادسة,sixth,السادس,male,السادس,alive,9,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[1],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[6]
0,first,الأول,الأولى,first,الأول,male,الأول,alive,22,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[2],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,male,الثاني,alive,20,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[2],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,male,الثالث,alive,17,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[2],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[3]
3,fourth,الرابع,الرابعة,fourth,الرابع,male,الرابع,alive,16,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[2],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[2]/sisteryour_kid_questions[4]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,31,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[3],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,29,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[3],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,female,الثالثة,alive,25,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[3],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[3]
3,fourth,الرابع,الرابعة,fourth,الرابع,female,الرابعة,alive,23,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[3],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[4]
4,fifth,الخامس,الخامسة,fifth,الخامس,female,الخامسة,alive,16,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[3],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[3]/sisteryour_kid_questions[5]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,23,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[4],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[4]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,20,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[4],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[4]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,male,الثالث,alive,16,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[4],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[4]/sisteryour_kid_questions[3]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,18,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[5],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[5]/sisteryour_kid_questions[1]
1,second,الثاني,الثانية,second,الثاني,female,الثانية,alive,12,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[5],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[5]/sisteryour_kid_questions[2]
2,third,الثالث,الثالثة,third,الثالث,female,الثالثة,alive,10,,,,,,,uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[5],uuid:feda2c47-36fc-4489-87ab-f567b088f8e9/survey/siblingsyour/sister/sisteryour_kid[5]/sisteryour_kid_questions[3]
0,first,الأول,الأولى,first,الأول,female,الأولى,alive,6,,,,,,,uuid:88ae2d27-06d1-4b65-b115-20930e5e5713/survey/siblingsyour/sister/sisteryour_kid[1],uuid:88ae2d27-06d1-4b65-b115-20930e5e5713/survey/siblingsyour/sister/sisteryour_kid[1]/sisteryour_kid_questions[1]
